s,p,o
http://edukb.org/knowledge/0.1/class/chemistry#tianranyoujigaofenzicailiao-49839ad4d78ea024c52016eb0ddb7ff8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#tianranyoujigaofenzihuahewu-aee0504b8c90cd0be37365f5b84c1273,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#ting-35b3bfb86d16d02cf9675f2f3f8f4ef2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#tong-c5127f041c4c9498c38aa00d46887005-1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#wujifeijinshucailiao-2ff80be6cf74db7114514280a74e987a,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#wujihuahewu-6b36978969230201e9f074a610966989,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#wujiwudehuaxuefanying-3427023d01c700b5ac1ada704926f138,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#wuzhidejianyan-4f3502684a351dbff98648c2792893a8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#xiyouqitiyuansu-19e7ea1205aa719ddd64924e646fedca,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#yan-bad5f4001e6c02776c4b0d07a317677a,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#yanghuawu-dcb10a2c113fecfeab9b0dd8d507855f,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#youjigaofenzihuahewu-873671b5a362825642920e306193c3bd,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#youjihechengcailiao-722325f8229629258cc09c0c4ce7b984,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#youjihuahewu-a69d249b2880fb27cb8034ae665a623e,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#youjiwudehuaxuefanying-49cc06111a04dbcbc3f4977d92f1858f,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#youjiwudejianyan-d018249f622f0eb8562302951e20bf48,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/class/chemistry#zhihuanfanying-89b26e150d353bfd7c1b25822ec47c85,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://edukb.org/knowledge/0.1/instance/chemistry#tansuanfenjiedefanying-ffd385a55b988d98193316b8f74949f0,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0025faa0ce8bccdd9c6651c7747e8d20,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-00282dcf5d08591038ceed82e9a0faf1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-00f9e8ecb79b15e7b06434e490924b79,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0108600e0a18c44e7dc220e3c0358be9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-01d25a34eaed676d3bbd0c6a7274cb95,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-01d56d08eb55e2131fa67cc1f026aa78,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-01def19ed8fa85c158eb6ad84de69518,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-028223d8d850e03bd2b438ceaca77c1d,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-029ebde50655254e1dc2fc1b5d32e114,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-02b369fc8c42c3d15d6e2000ce226d9a,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-03252cb1cff8e99bc52563ec2eef0d0b,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0353e1d506ba22d900e4e6ea334ec2df,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-03a1818f3910ae74a08e197f82777b3f,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-03b6d53ccdefd4bb7d0cefc8d31ccda3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-03c2ce57aa5e6ab066bbf82c35922403,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-03fdb70926565c34aab5eef9c0df0f1a,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0414e455084a15e7964a0ea4a5c3eff5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-041f5e37c5a2cb7e87942eee08719c32,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-043439642bcbf5cd76b3122dd7c7f1b5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0497841b9b29431b5a94e8b379abcfe6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-04cc8233d47d900a604a3fef6e8d6863,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-050002d5a85fe74b4f5acb34c56da3b5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-05678a9f6617dd7ae2fa967608883bb3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0579be0f6389c6b85f29c8c895f28d30,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0580d60cf1cc9d4e6b7704595fc16bf5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-05e1b85d73f80d025dbfc5a7d2d2336a,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0601a5560fbe3e7e62340e704900a174,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0607dc71b01f558070feb6cb8ce505db,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-060ce8943bf2b8398515a1efcdf82ccb,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0675f9b207823d943f56994c020db30d,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0722a6c1b928e962100dd6f3213a7342,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-073efbe10369de7609a832493d93efcf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-07727a85fe9e5655d7578fd5549bd522,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-07b390291caac82f2159091f430b2d32,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-07e6146b88272f26fba9dac62a30c415,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-07f78cbb5280fb897c85288454935aed,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-07fc70430d02757ad926ef69c6d6a3dd,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-081c04b3675fa687f61c7ab479fede18,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-088cf4355a7ba2b6c8d9e3b323e16520,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-088f67ec8abe78cca4a782ac22193089,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-08c982289cb8dd215059d6e2e2d2a4a3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-090d2d2f41b7c16e36b75b7e2c48ee24,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-094b7e5f1a0205eaaf051285032878e3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-097ee4f99bc481f0d003f8d54ae147b6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-09da62a0ebf79bcc81f0da9f8bb7c0c0,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-09e866e222d67e9cc6f72718f08a9549,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0b8e5e13ec93087e0a960de26d4ebfe3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0b98a00062d3e4470a61a839a7e201ee,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0ba1e38282e79d5c517f80d2c46afe6b,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0bd4aa0a636465651c38fe50f846c54b,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0c351fa17d286b44f1b427dc95215e81,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0c55512440c196523e7e40b456725a3d,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0c59441c1a2461a56960be7f176bcfa0,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0c74e1b9e1d2cb717dbfb8b78b9d06b6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0ca60f59737312ab6ea19fbdcbb9ecc9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0d9c43a0177c496fdeb46de426a0a1fc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0db5f3cd5a877b3324b53e50ba41b8f9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0dbb2ee3986ffb241f4dfe6049dd8e57,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0dbddd790ba469a34ce4b60861fe62ca,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0dec85d42c93ed9b042b18216533f96d,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0e02f9a02202f18891ea2c0adc41b247,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0e7218864a6a60dde2268a830ec519da,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0ed429538694c6c596fbfabc2e4296b5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0f21ad96eceaefa4410ea31a8de674af,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0f5b571484c7ebbe9e2e27b905d1b672,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0f6975b9360ca63d864a755ebdf8cf82,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-0fac548ac963c51f90f90bdde19d9b17,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-100b35841e0938bd2742ee7205432188,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-1018a3e6d11d778b0c6fcfb1ef9420ec,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-10ccae651aa91e742c69c630aa0a4b50,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-1106e3cbedeba675c4edb47111381198,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-1117d3aff0ef4a9c5a51791b87665397,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-112fe704dfddd4487537b5053ce4594f,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-11b735e5e0a7af107136dd0e10c169e9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-12e414d3aae734c1a48b9eb81ea957fc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-12e7422db1cbd0a3bf69a65315e46bb2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-1370524d7b7d82323c41e36b93fb01d1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://edukb.org/knowledge/0.1/instance/chemistry#-14aa5498a5cf1dc1d05fa9915efbe839,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
